HoloWAN Recorder File (www.msytest.com)
 NetworkType: "Unknown"
test_name: "Xicen (12-04 22:20:27)"
Destination: "172.30.153.236:8081"
Start Time: 2025-12-04 22:20:27
End Time: 2025-12-04 23:20:31
Interval(sec): 0.2
Packet Size(byte): 512
Enable Reordering: True
Contents: Delay1(ms),Loss1(%),Bandwidth1(Mbps),Delay2(ms),Loss2(%),Bandwidth2(Mbps)
Switch: 1,1,1,1,1,1
------------------------------------------------
320.773875,20.000000,0.021280,304.104071,0.000000,0.212800
311.065200,0.000000,0.021280,322.485222,0.000000,0.212800
255.179400,0.000000,0.085120,268.937150,0.000000,0.170240
214.552750,0.000000,0.021280,228.797611,0.000000,0.234080
202.152500,0.000000,0.170240,202.070833,0.000000,0.191520
241.908200,0.000000,0.170240,219.398750,0.000000,0.212800
300.850750,0.000000,0.085120,316.232722,0.000000,0.191520
228.878500,0.000000,0.063840,251.769800,0.000000,0.191520
146.594600,0.000000,0.063840,165.486278,0.000000,0.212800
69.106500,0.000000,0.212800,88.099556,0.000000,0.191520
26.965700,0.000000,0.234080,26.065550,0.000000,0.191520
24.750400,0.000000,0.127680,24.829333,0.000000,0.212800
22.700800,0.000000,0.085120,24.017200,0.000000,0.191520
22.222000,0.000000,0.106400,18.121556,0.000000,0.212800
22.201700,0.000000,0.085120,22.568389,0.000000,0.191520
22.300600,0.000000,0.106400,27.063350,0.000000,0.212800
15.833375,0.000000,0.106400,18.078389,0.000000,0.191520
23.221800,0.000000,0.106400,21.357700,0.000000,0.191520
25.020800,0.000000,0.085120,28.334056,0.000000,0.212800
16.714000,0.000000,0.106400,18.494389,0.000000,0.191520
20.171200,0.000000,0.106400,19.125900,0.000000,0.212800
21.895500,0.000000,0.106400,21.458167,0.000000,0.191520
17.480700,0.000000,0.106400,20.119200,0.000000,0.191520
15.232625,0.000000,0.085120,15.508833,0.000000,0.212800
22.265800,0.000000,0.106400,18.718389,0.000000,0.170240
22.351200,0.000000,0.085120,25.044750,0.000000,0.212800
19.655875,0.000000,0.106400,20.213444,0.000000,0.212800
