HoloWAN Recorder File (www.msytest.com)
 NetworkType: "Unknown"
test_name: "Xicen (12-04 23:24:15)"
Destination: "172.30.153.236:8081"
Start Time: 2025-12-04 23:24:16
End Time: 2025-12-05 00:24:20
Interval(sec): 0.2
Packet Size(byte): 512
Enable Reordering: True
Contents: Delay1(ms),Loss1(%),Bandwidth1(Mbps),Delay2(ms),Loss2(%),Bandwidth2(Mbps)
Switch: 1,1,1,1,1,1
------------------------------------------------
26.707250,0.000000,0.106400,29.584778,0.000000,0.212800
33.468000,0.000000,0.085120,28.134350,0.000000,0.191520
67.242500,0.000000,0.063840,65.969333,0.000000,0.212800
30.052600,0.000000,0.148960,39.745550,0.000000,0.191520
32.316375,0.000000,0.085120,25.070056,0.000000,0.191520
30.319400,0.000000,0.106400,28.057000,0.000000,0.212800
29.883500,0.000000,0.106400,28.435150,0.000000,0.191520
24.952250,0.000000,0.106400,31.282833,0.000000,0.212800
22.294600,0.000000,0.106400,22.597200,0.000000,0.191520
26.243700,0.000000,0.085120,28.083389,0.000000,0.191520
24.600750,0.000000,0.106400,26.926611,0.000000,0.212800
19.243000,0.000000,0.106400,18.713800,0.000000,0.191520
16.971100,0.000000,0.106400,18.717722,0.000000,0.212800
23.721400,0.000000,0.085120,17.284750,0.000000,0.191520
31.770125,0.000000,0.106400,21.119833,0.000000,0.191520
42.543400,0.000000,0.085120,52.747056,0.000000,0.212800
35.230900,0.000000,0.085120,31.700300,0.000000,0.191520
63.092500,0.000000,0.106400,38.634611,0.000000,0.212800
87.591200,0.000000,0.063840,87.657000,0.000000,0.191520
106.307600,0.000000,0.106400,92.958944,0.000000,0.191520
328.127000,0.000000,0.063840,274.415444,0.000000,0.191520
402.566700,0.000000,0.021280,399.784250,0.000000,0.212800
424.532600,0.000000,0.021280,400.404889,0.000000,0.191520
603.554500,0.000000,0.000000,557.039350,0.000000,0.212800
610.741625,0.000000,0.085120,629.643944,0.000000,0.191520
531.306900,0.000000,0.085120,555.067444,0.000000,0.212800
439.910600,0.000000,0.063840,467.975750,0.000000,0.191520
